Jurkat_T_cell	Memory_T_cell	Naive_T_cell	Th17_T_cell
chr16_78554295_78554795	0	0	0	0
chr16_78558749_78559249	0	0	0	0
chr16_78580475_78580975	0	0	0	0
chr16_78617615_78618115	0	0	0	0
chr16_78624895_78625395	0	0	0	0
chr16_78648161_78648661	0	0	0	0
chr16_78664360_78664860	0	0	0	0
chr16_78672640_78673140	0	0	0	0
chr16_78702253_78702753	0	0	0	0
chr16_78706687_78707187	0	0	0	0
chr16_78712833_78713333	0	0	0	0
chr16_78737186_78737686	0	0	0	0
chr16_78756514_78757014	0	0	0	0
chr16_78757592_78758092	0	0	0	0
chr16_78771300_78771800	0	0	0	0
chr16_78774303_78774803	0	0	0	0
chr16_78830003_78830503	0	0	0	0
chr16_79081165_79081665	0	0	0	0
chr16_79123640_79124140	0	0	0	0
chr16_79127223_79127723	0	0	0	0
chr16_79203007_79203507	0	0	0	0
chr16_79306004_79306504	1	1	0	0
chr16_79320907_79321407	0	0	0	0
chr16_79634308_79634808	0	1	1	0
chr16_79674580_79675080	0	0	0	0
chr16_79718258_79718758	0	0	0	0
chr16_79804349_79804849	0	0	0	0
chr16_79817583_79818083	0	0	0	0
chr16_79879626_79880126	0	0	0	0
chr16_79897724_79898224	0	0	0	0
chr16_80038974_80039474	0	0	0	0
chr16_80061049_80061549	0	0	0	0
chr16_80500260_80500760	0	0	0	0
chr16_80560299_80560799	0	0	0	0
chr16_80574619_80575119	0	0	0	1
chr16_80613903_80614403	0	0	0	0
chr16_80624938_80625438	1	0	1	0
chr16_80640207_80640707	0	0	0	0
chr16_80684100_80684600	0	0	0	0
chr16_80690475_80690975	0	1	1	0
chr16_80735854_80736354	0	0	0	0
chr16_80858635_80859135	0	0	0	0
chr16_81040574_81041074	1	1	1	0
chr16_81069156_81069656	0	0	0	0
chr16_81110318_81110818	1	1	1	1
chr16_81129900_81130400	1	1	1	1
chr16_81208437_81208937	0	0	0	0
chr16_81212132_81212632	0	0	0	0
chr16_81348161_81348661	1	1	1	1
chr16_81355332_81355832	0	0	0	0
chr16_81399899_81400399	0	0	0	0
chr16_81437048_81437548	0	0	0	1
chr16_81466693_81467193	0	0	0	0
chr16_81478084_81478584	0	0	0	0
chr16_81502896_81503396	0	0	0	0
chr16_81503425_81503925	1	0	1	0
chr16_81514892_81515392	0	0	0	0
chr16_81554640_81555140	0	0	0	0
chr16_81650072_81650572	0	1	0	0
chr16_81666469_81666969	0	1	0	0
chr16_81748815_81749315	0	0	0	0
chr16_81750042_81750542	0	0	0	0
chr16_81756670_81757170	0	0	0	0
chr16_81763980_81764480	0	0	1	0
chr16_81771423_81771923	0	0	0	0
chr16_81779715_81780215	0	0	0	0
chr16_81785784_81786284	0	0	0	0
chr16_81812626_81813126	0	0	0	0
chr16_81837655_81838155	0	0	0	0
chr16_81865261_81865761	0	0	0	0
chr16_81921844_81922344	0	0	0	0
chr16_81923915_81924415	0	0	0	0
chr16_81946446_81946946	0	0	0	0
chr16_81967422_81967922	0	0	0	0
chr16_81973099_81973599	0	0	0	0
chr16_81985120_81985620	0	0	0	0
chr16_82167377_82167877	0	0	0	0
chr16_82203467_82203967	0	1	1	0
chr16_82226247_82226747	0	0	0	0
chr16_82266754_82267254	0	0	0	0
chr16_82297027_82297527	0	0	0	0
chr16_82330565_82331065	0	0	0	0
chr16_82365390_82365890	0	0	0	0
chr16_82474274_82474774	0	0	0	0
chr16_82630410_82630910	0	0	0	0
chr16_82673253_82673753	0	0	0	0
chr16_82687464_82687964	0	0	0	0
chr16_82688909_82689409	0	0	0	0
chr16_82763823_82764323	0	0	0	0
chr16_82957908_82958408	0	0	0	0
chr16_83170888_83171388	1	0	0	0
chr16_83192031_83192531	0	0	0	0
chr16_83277686_83278186	0	0	0	0
chr16_83642071_83642571	0	0	0	0
chr16_83735168_83735668	0	0	0	0
chr16_83778137_83778637	0	0	0	0
chr16_83841249_83841749	0	1	1	1
chr16_83932428_83932928	0	0	0	0
chr16_83964974_83965474	0	0	0	0
chr16_83986494_83986994	0	0	0	0
chr16_83987584_83988084	0	0	0	0
chr16_84047636_84048136	1	1	0	0
chr16_84118295_84118795	0	0	0	0
chr16_84122245_84122745	1	0	0	0
chr16_84150274_84150774	1	0	1	1
chr16_84174788_84175288	1	0	0	0
chr16_84178648_84179148	0	0	0	0
chr16_84208837_84209337	0	0	0	0
chr16_84220471_84220971	1	0	1	0
chr16_84227042_84227542	0	0	0	0
chr16_84228046_84228546	0	0	0	0
chr16_84299923_84300423	0	0	0	0
chr16_84393679_84394179	0	0	0	0
chr16_84498391_84498891	0	0	0	0
chr16_84515644_84516144	0	0	0	0
chr16_84538088_84538588	0	1	1	1
chr16_84544844_84545344	0	0	0	0
chr16_84548462_84548962	1	0	1	0
chr16_84582717_84583217	0	0	0	0
chr16_84587624_84588124	0	0	1	0
chr16_84619541_84620041	0	0	0	0
chr16_84627819_84628319	0	1	0	1
chr16_84634325_84634825	0	0	1	0
chr16_84635266_84635766	0	0	0	0
chr16_84641324_84641824	0	0	0	0
chr16_84641933_84642433	0	0	0	0
chr16_84651587_84652087	0	0	1	0
chr16_84681852_84682352	0	0	0	1
chr16_84690102_84690602	0	0	0	0
chr16_84705851_84706351	0	0	0	0
chr16_84733450_84733950	0	0	0	0
chr16_84759557_84760057	0	0	0	0
chr16_84771876_84772376	0	1	1	0
chr16_84787902_84788402	0	0	0	0
chr16_84792697_84793197	0	0	1	0
chr16_84799463_84799963	0	0	0	0
chr16_84839810_84840310	0	0	1	0
chr16_84853298_84853798	0	0	1	1
chr16_84931806_84932306	0	0	0	1
chr16_84985711_84986211	0	0	0	0
chr16_85004065_85004565	0	0	0	0
chr16_85016694_85017194	0	0	0	0
chr16_85045005_85045505	1	0	1	0
chr16_85060956_85061456	0	0	1	0
chr16_85062223_85062723	0	0	0	0
chr16_85088917_85089417	0	0	1	1
chr16_85120255_85120755	0	0	0	0
chr16_85148457_85148957	0	0	0	0
chr16_85286688_85287188	0	0	0	0
chr16_85309213_85309713	0	0	0	0
chr16_85330527_85331027	0	0	0	0
chr16_85336793_85337293	0	0	0	0
chr16_85339754_85340254	0	0	0	0
chr16_85349910_85350410	0	0	0	0
chr16_85364372_85364872	0	0	0	0
chr16_85368871_85369371	0	0	0	0
chr16_85406309_85406809	0	0	0	0
chr16_85427232_85427732	0	0	0	0
chr16_85436700_85437200	0	0	0	0
chr16_85449873_85450373	0	0	0	0
chr16_85461759_85462259	0	0	0	0
chr16_85474638_85475138	0	0	0	0
chr16_85482225_85482725	1	0	0	0
chr16_85518319_85518819	0	0	0	0
chr16_85524516_85525016	0	0	0	0
chr16_85569609_85570109	0	0	0	0
chr16_85604473_85604973	0	0	0	0
chr16_85644015_85644515	0	0	0	0
chr16_85646206_85646706	0	0	0	0
chr16_85649407_85649907	0	0	0	0
chr16_85693247_85693747	0	0	0	0
chr16_85720813_85721313	0	0	0	0
chr16_85722423_85722923	0	0	1	1
chr16_85768685_85769185	0	0	0	0
chr16_85823268_85823768	0	0	0	0
chr16_85832993_85833493	0	0	0	0
chr16_85833616_85834116	0	0	1	0
chr16_85854978_85855478	0	0	0	0
chr16_85936249_85936749	1	0	0	0
chr16_85942931_85943431	0	0	0	0
chr16_85969762_85970262	0	0	1	0
chr16_86078842_86079342	0	0	0	0
chr16_86538117_86538617	0	0	0	0
chr16_86587411_86587911	0	0	0	0
chr16_86588614_86589114	1	0	0	0
chr16_86597345_86597845	0	0	0	1
chr16_86637978_86638478	0	1	0	0
chr16_86762199_86762699	0	0	0	0
chr16_86795660_86796160	0	0	0	0
chr16_86902230_86902730	0	0	0	0
chr16_86906536_86907036	0	0	0	0
chr16_86932813_86933313	0	0	0	0
chr16_86966997_86967497	0	0	0	0
chr16_87030589_87031089	0	0	0	0
chr16_87102226_87102726	0	0	0	0
chr16_87125198_87125698	0	0	0	0
chr16_87206696_87207196	0	0	0	0
chr16_87350789_87351289	1	1	1	1
chr16_87358227_87358727	0	0	0	0
chr16_87378754_87379254	0	0	0	0
chr16_87402318_87402818	0	0	0	1
chr16_87417221_87417721	1	0	1	0
chr16_87421678_87422178	0	0	1	1
chr16_87425536_87426036	1	0	1	0
chr16_87427999_87428499	0	0	0	0
chr16_87470206_87470706	0	0	0	0
chr16_87526497_87526997	1	0	1	0
chr16_87583967_87584467	0	0	0	0
chr16_87593999_87594499	0	0	0	0
chr16_87603731_87604231	0	0	0	0
chr16_87669059_87669559	0	0	1	0
chr16_87669892_87670392	0	0	0	0
chr16_87695190_87695690	0	0	0	0
chr16_87702860_87703360	0	0	0	0
chr16_87734330_87734830	0	0	0	0
chr16_87741234_87741734	1	0	0	0
chr16_87747006_87747506	0	0	0	0
chr16_87763028_87763528	1	0	0	0
chr16_87766726_87767226	0	0	0	0
chr16_87798089_87798589	0	0	0	0
chr16_87798829_87799329	1	0	0	0
chr16_87799422_87799922	0	0	0	0
chr16_87811332_87811832	1	0	0	0
chr16_87812705_87813205	1	0	1	1
chr16_87840291_87840791	1	0	0	0
chr16_87866302_87866802	0	0	0	0
chr16_87875985_87876485	0	0	0	0
chr16_87883578_87884078	0	0	0	0
chr16_87887204_87887704	1	0	0	0
chr16_87901888_87902388	0	1	0	0
chr16_87905099_87905599	0	0	0	0
chr16_87908707_87909207	1	0	0	0
chr16_87929127_87929627	0	0	0	0
chr16_87930988_87931488	1	0	0	0
chr16_87942888_87943388	0	0	0	0
chr16_87984650_87985150	1	1	1	1
chr16_87989778_87990278	1	0	1	0
chr16_87996927_87997427	0	0	1	0
chr16_88038743_88039243	0	0	0	0
chr16_88227612_88228112	0	0	0	0
chr16_88381532_88382032	0	0	0	0
chr16_88476441_88476941	0	0	0	0
chr16_88509427_88509927	0	0	0	0
chr16_88519049_88519549	1	0	1	1
chr16_88534906_88535406	0	0	0	0
chr16_88535976_88536476	0	0	0	0
chr16_88544525_88545025	0	0	0	0
chr16_88546124_88546624	0	0	0	0
chr16_88571728_88572228	0	0	0	0
chr16_88636443_88636943	0	0	0	0
chr16_88645283_88645783	1	0	0	0
chr16_88654968_88655468	1	0	0	0
chr16_88686384_88686884	0	1	1	0
chr16_88717498_88717998	0	0	0	0
chr16_88729374_88729874	1	0	1	1
chr16_88752708_88753208	0	0	0	0
chr16_88767274_88767774	0	0	1	0
chr16_88769851_88770351	0	0	0	0
chr16_88772612_88773112	0	0	0	0
chr16_88803716_88804216	0	0	0	0
chr16_88811949_88812449	0	0	0	0
chr16_88837227_88837727	0	0	0	0
chr16_88847428_88847928	0	1	1	0
chr16_88848102_88848602	0	0	1	0
chr16_88851806_88852306	0	0	0	0
chr16_88856949_88857449	0	0	0	0
chr16_88865364_88865864	1	0	0	0
chr16_88866369_88866869	1	0	0	0
chr16_88877646_88878146	0	0	0	0
chr16_88878172_88878672	0	0	1	0
chr16_88882371_88882871	0	0	0	0
chr16_88923223_88923723	0	0	1	0
chr16_88924078_88924578	0	0	0	0
chr16_88971920_88972420	0	0	0	0
chr16_88991538_88992038	0	0	0	0
chr16_89008163_89008663	0	0	0	0
chr16_89041797_89042297	0	0	0	0
chr16_89043347_89043847	0	0	0	0
chr16_89044999_89045499	1	0	0	0
chr16_89059243_89059743	1	0	0	0
chr16_89075754_89076254	0	0	0	0
chr16_89092440_89092940	0	0	0	0
chr16_89098351_89098851	1	0	1	0
chr16_89163383_89163883	1	0	1	0
chr16_89164825_89165325	1	0	0	0
chr16_89173020_89173520	0	0	0	0
chr16_89181645_89182145	1	1	1	1
chr16_89188855_89189355	0	0	1	0
chr16_89219627_89220127	0	0	0	0
chr16_89237636_89238136	1	0	1	0
chr16_89246366_89246866	0	0	0	0
chr16_89253570_89254070	0	0	1	0
chr16_89259064_89259564	0	0	0	0
chr16_89267887_89268387	0	0	1	0
chr16_89282804_89283304	0	0	0	0
chr16_89283838_89284338	0	0	1	0
chr16_89307282_89307782	1	1	1	1
chr16_89313708_89314208	0	0	1	0
chr16_89323232_89323732	0	0	1	0
chr16_89349902_89350402	0	0	0	1
chr16_89355797_89356297	0	0	0	0
chr16_89382336_89382836	1	0	1	0
chr16_89427316_89427816	1	0	0	0
chr16_89454364_89454864	0	0	0	0
chr16_89475576_89476076	0	0	1	0
chr16_89501970_89502470	0	0	0	0
chr16_89510517_89511017	0	0	0	0
chr16_89521611_89522111	0	0	0	0
chr16_89550381_89550881	0	0	1	1
chr16_89555421_89555921	0	0	0	0
chr16_89556930_89557430	1	1	1	1
chr16_89571791_89572291	0	0	0	1
chr16_89574667_89575167	0	0	1	0
chr16_89600719_89601219	0	0	1	0
chr16_89608195_89608695	0	0	0	0
chr16_89615360_89615860	0	0	0	0
chr16_89623790_89624290	0	0	0	0
chr16_89626786_89627286	1	0	1	0
chr16_89668765_89669265	0	0	0	0
chr16_89724052_89724552	0	0	1	0
chr16_89752948_89753448	0	0	0	0
chr16_89766480_89766980	0	0	1	0
chr16_89768120_89768620	0	1	1	1
chr16_89772267_89772767	0	0	0	0
chr16_89778029_89778529	0	0	0	0
chr16_89788373_89788873	0	0	1	0
chr16_89789947_89790447	0	0	0	0
chr16_89803656_89804156	0	0	0	0
chr16_89826267_89826767	0	0	0	0
chr16_89859456_89859956	0	0	0	0
chr16_89882894_89883394	1	0	1	0
chr16_89894788_89895288	0	0	0	0
chr16_89904048_89904548	0	0	0	0
chr16_89907618_89908118	0	0	0	0
chr16_89911815_89912315	0	0	0	0
chr16_89927163_89927663	0	0	0	0
chr16_89940327_89940827	1	0	1	1
chr16_89976672_89977172	0	0	0	0
chr16_89984107_89984607	0	0	0	0
chr16_89984947_89985447	1	0	0	0
chr16_89992361_89992861	0	0	0	0
chr16_90014287_90014787	0	0	0	0
chr16_90014889_90015389	0	0	0	0
chr16_90038717_90039217	0	0	0	0
chr16_90060723_90061223	0	0	0	0
chr16_90075214_90075714	0	0	0	0
chr16_90088710_90089210	0	0	0	0
chr16_90143559_90144059	1	0	1	1
chr16_90148304_90148804	0	0	0	0
chr16_90172620_90173120	1	0	0	0
chr17_2735_3235	0	0	0	0
chr17_159081_159581	0	0	0	0
chr17_180720_181220	0	0	0	0
chr17_185769_186269	0	0	0	0
chr17_201836_202336	0	0	0	0
chr17_259755_260255	1	0	0	0
chr17_260686_261186	0	0	1	0
chr17_265940_266440	0	0	0	0
chr17_268027_268527	0	0	0	0
chr17_269069_269569	0	0	0	0
chr17_463774_464274	0	0	0	1
chr17_575225_575725	0	0	0	0
chr17_617871_618371	0	0	1	0
chr17_635463_635963	0	0	0	0
chr17_643384_643884	0	0	1	0
chr17_655272_655772	0	0	1	0
chr17_685136_685636	0	0	1	1
chr17_716323_716823	0	0	0	0
chr17_779502_780002	0	0	0	0
chr17_782750_783250	0	0	0	0
chr17_792179_792679	1	0	0	0
chr17_882738_883238	0	0	0	0
chr17_884122_884622	1	0	1	0
chr17_899930_900430	1	0	1	0
chr17_902288_902788	0	0	0	0
chr17_908474_908974	1	0	0	0
chr17_954012_954512	1	0	0	0
chr17_1000128_1000628	0	0	0	0
chr17_1012250_1012750	0	0	0	0
chr17_1018190_1018690	0	0	0	0
chr17_1026229_1026729	0	0	0	0
chr17_1090378_1090878	0	0	0	0
chr17_1101239_1101739	0	0	0	0
chr17_1142470_1142970	0	0	0	0
chr17_1162275_1162775	0	0	0	0
chr17_1179385_1179885	0	0	1	0
chr17_1197381_1197881	0	0	1	1
chr17_1247793_1248293	0	0	0	1
chr17_1263559_1264059	0	0	0	0
chr17_1268667_1269167	0	0	0	0
chr17_1303338_1303838	0	0	1	0
chr17_1359366_1359866	1	0	1	1
chr17_1366454_1366954	0	0	1	1
chr17_1388056_1388556	0	0	0	0
chr17_1390018_1390518	0	0	0	0
chr17_1394286_1394786	0	0	0	0
chr17_1419797_1420297	1	0	1	1
chr17_1430090_1430590	0	0	0	0
chr17_1465919_1466419	0	0	1	0
chr17_1490386_1490886	0	0	0	0
chr17_1496042_1496542	1	0	0	0
chr17_1510539_1511039	0	0	0	0
chr17_1531733_1532233	0	0	1	0
chr17_1539763_1540263	0	0	0	0
chr17_1546488_1546988	0	0	0	0
chr17_1552272_1552772	0	0	1	1
chr17_1572569_1573069	0	0	1	0
chr17_1578270_1578770	0	0	0	0
chr17_1588038_1588538	1	1	1	1
chr17_1619454_1619954	1	1	1	1
chr17_1620220_1620720	1	0	0	0
chr17_1626257_1626757	0	0	0	0
chr17_1627747_1628247	0	0	0	0
chr17_1667485_1667985	0	0	0	0
chr17_1726767_1727267	1	0	1	0
chr17_1732929_1733429	0	0	1	0
chr17_1773888_1774388	0	0	0	0
chr17_1775064_1775564	1	0	1	0
chr17_1794052_1794552	0	0	0	0
chr17_1811418_1811918	0	0	0	0
chr17_1879528_1880028	1	0	0	0
chr17_1928457_1928957	0	0	0	0
chr17_1933153_1933653	0	0	1	0
chr17_1933797_1934297	1	0	0	0
chr17_1944988_1945488	0	0	1	0
chr17_1953086_1953586	0	0	0	0
chr17_1968220_1968720	0	0	0	0
chr17_1992706_1993206	0	0	0	0
chr17_2004679_2005179	0	0	0	0
chr17_2095859_2096359	1	0	0	0
chr17_2118965_2119465	1	0	1	0
chr17_2126304_2126804	0	0	0	0
chr17_2147991_2148491	0	0	0	0
chr17_2163178_2163678	0	0	0	0
chr17_2169480_2169980	0	0	1	0
chr17_2178909_2179409	0	0	0	0
chr17_2185578_2186078	0	0	0	0
chr17_2206756_2207256	0	0	1	0
chr17_2239688_2240188	1	1	1	0
chr17_2240510_2241010	0	0	0	0
chr17_2256275_2256775	0	0	0	0
chr17_2256874_2257374	0	0	0	1
chr17_2285782_2286282	0	0	1	0
chr17_2296339_2296839	0	0	1	0
chr17_2302917_2303417	1	0	1	1
chr17_2304647_2305147	1	1	1	1
chr17_2319264_2319764	0	0	0	0
chr17_2385520_2386020	0	0	0	0
chr17_2414833_2415333	1	1	1	1
chr17_2434563_2435063	0	0	0	0
chr17_2496875_2497375	1	0	1	1
chr17_2505669_2506169	0	0	0	0
chr17_2578498_2578998	0	0	0	0
chr17_2614983_2615483	0	0	1	0
chr17_2653003_2653503	0	0	0	0
chr17_2689510_2690010	1	0	1	0
chr17_2694891_2695391	0	0	0	0
chr17_2699380_2699880	0	0	0	1
chr17_2704706_2705206	0	0	0	0
chr17_2718002_2718502	1	0	1	1
chr17_2731695_2732195	0	0	0	0
chr17_2740402_2740902	0	0	0	0
chr17_2752010_2752510	1	0	0	0
chr17_2812332_2812832	0	0	0	0
chr17_2916187_2916687	0	0	0	0
chr17_2944920_2945420	0	0	0	0
chr17_2952058_2952558	1	1	1	1
chr17_3289544_3290044	0	0	0	0
chr17_3438649_3439149	0	0	0	0
chr17_3475036_3475536	0	0	0	0
chr17_3539581_3540081	1	1	1	1
chr17_3571751_3572251	1	0	1	1
chr17_3586202_3586702	0	0	0	0
chr17_3614270_3614770	1	1	1	1
chr17_3626922_3627422	0	0	1	0
chr17_3640948_3641448	0	0	0	0
chr17_3641899_3642399	0	0	0	0
chr17_3644031_3644531	0	0	0	0
chr17_3654129_3654629	0	0	0	0
chr17_3658208_3658708	0	0	0	0
chr17_3668614_3669114	0	0	1	0
chr17_3673740_3674240	0	0	0	0
chr17_3674297_3674797	1	0	0	0
chr17_3693597_3694097	0	0	0	0
chr17_3699690_3700190	0	0	0	0
chr17_3711638_3712138	0	0	0	0
chr17_3721030_3721530	0	0	0	0
chr17_3749321_3749821	0	0	1	1
chr17_3787112_3787612	0	0	0	0
chr17_3795327_3795827	0	0	1	0
chr17_3796361_3796861	0	0	0	0
chr17_3814658_3815158	1	0	1	0
chr17_3817122_3817622	0	0	0	0
chr17_3838284_3838784	0	0	0	0
chr17_3864801_3865301	1	0	0	0
chr17_3867566_3868066	0	0	0	0
chr17_3868349_3868849	1	0	1	0
chr17_3948791_3949291	0	0	0	0
chr17_3986554_3987054	0	0	0	0
chr17_4004527_4005027	0	0	0	0
chr17_4046197_4046697	1	1	1	1
chr17_4046745_4047245	1	0	1	0
chr17_4065999_4066499	0	0	0	0
chr17_4072608_4073108	0	0	0	0
chr17_4079502_4080002	1	0	1	0
chr17_4118562_4119062	0	0	0	0
chr17_4135587_4136087	0	0	0	0
chr17_4167073_4167573	1	0	1	1
chr17_4207649_4208149	1	0	0	0
chr17_4268405_4268905	0	0	0	0
chr17_4269788_4270288	0	0	1	0
chr17_4316417_4316917	0	0	1	0
chr17_4323824_4324324	1	0	0	0
chr17_4336917_4337417	0	0	0	0
chr17_4340134_4340634	0	0	0	0
chr17_4388910_4389410	0	0	0	0
chr17_4389526_4390026	0	0	0	0
chr17_4396499_4396999	0	0	0	0
chr17_4401913_4402413	0	0	0	0
chr17_4428302_4428802	0	0	0	0
chr17_4458496_4458996	0	0	1	1
chr17_4468828_4469328	1	0	0	0
chr17_4486979_4487479	0	0	0	0
chr17_4498296_4498796	0	0	0	0
chr17_4529161_4529661	0	0	0	0
chr17_4607388_4607888	0	0	0	0
chr17_4613355_4613855	1	1	1	1
chr17_4634634_4635134	1	0	1	0
chr17_4663108_4663608	0	0	1	0
chr17_4671418_4671918	0	0	0	0
chr17_4674819_4675319	0	0	0	0
chr17_4693080_4693580	0	0	1	0
chr17_4693625_4694125	0	1	1	0
chr17_4699152_4699652	1	0	1	0
chr17_4710111_4710611	0	0	1	0
chr17_4736437_4736937	0	0	1	0
chr17_4785180_4785680	0	0	0	0
chr17_4792300_4792800	0	0	1	0
chr17_4802569_4803069	0	0	1	1
chr17_4806794_4807294	0	0	0	0
chr17_4812339_4812839	0	0	0	0
chr17_4843208_4843708	1	1	1	1
chr17_4848416_4848916	0	0	0	0
chr17_4851653_4852153	0	0	0	0
chr17_4870658_4871158	1	1	1	1
chr17_4890150_4890650	0	0	0	0
chr17_4890690_4891190	0	0	1	0
chr17_4900623_4901123	1	0	1	0
chr17_4934631_4935131	0	0	0	0
chr17_4952503_4953003	0	0	0	0
chr17_4965663_4966163	0	0	0	0
chr17_4981664_4982164	0	0	1	0
chr17_5014917_5015417	0	0	0	0
chr17_5095014_5095514	0	0	1	1
chr17_5100140_5100640	0	0	0	0
chr17_5145490_5145990	0	0	1	0
chr17_5152783_5153283	0	0	0	0
chr17_5185304_5185804	0	0	0	0
chr17_5185819_5186319	0	0	0	0
chr17_5233257_5233757	0	0	0	0
chr17_5322066_5322566	0	0	0	0
chr17_5323011_5323511	1	1	1	1
chr17_5342338_5342838	0	0	1	0
chr17_5372090_5372590	0	0	0	0
chr17_5389457_5389957	1	1	1	1
chr17_5404205_5404705	0	0	0	0
chr17_5487638_5488138	1	0	1	1
chr17_5863659_5864159	0	0	0	0
chr17_5972222_5972722	0	0	0	0
chr17_6264989_6265489	0	0	0	0
chr17_6339244_6339744	0	0	0	0
chr17_6347153_6347653	0	0	1	0
chr17_6376400_6376900	0	0	0	0
chr17_6491480_6491980	0	0	0	0
chr17_6543731_6544231	1	1	1	0
chr17_6554456_6554956	1	1	1	0
chr17_6560369_6560869	0	0	0	0
chr17_6606077_6606577	0	0	0	0
chr17_6734866_6735366	0	0	1	0
chr17_6814272_6814772	0	0	0	0
chr17_6817075_6817575	0	0	0	0
chr17_6908033_6908533	0	0	0	0
chr17_6918149_6918649	0	0	1	1
chr17_6925192_6925692	0	0	0	0
chr17_6926839_6927339	0	0	1	1
chr17_6938963_6939463	1	1	1	1
chr17_6950174_6950674	0	0	1	0
chr17_6955297_6955797	0	0	0	0
chr17_6994681_6995181	0	0	0	0
chr17_7036009_7036509	0	0	1	0
chr17_7080711_7081211	0	0	0	0
chr17_7108234_7108734	1	1	1	1
chr17_7117856_7118356	1	1	1	1
chr17_7122900_7123400	0	0	0	0
chr17_7124159_7124659	1	0	0	0
chr17_7137653_7138153	1	0	0	0
chr17_7142766_7143266	1	0	1	1
chr17_7155124_7155624	1	0	1	1
chr17_7164273_7164773	0	0	0	0
chr17_7183824_7184324	0	0	1	0
chr17_7184652_7185152	1	0	0	1
chr17_7197901_7198401	0	0	0	0
chr17_7210306_7210806	1	1	1	1
chr17_7211882_7212382	0	0	1	0
chr17_7218295_7218795	0	0	1	0
chr17_7233000_7233500	1	0	1	0
chr17_7239547_7240047	1	0	0	0
chr17_7254623_7255123	0	0	0	0
chr17_7259270_7259770	0	0	0	0
chr17_7287403_7287903	0	0	1	0
chr17_7297730_7298230	1	0	1	0
chr17_7307451_7307951	1	0	1	1
chr17_7338380_7338880	1	0	1	1
chr17_7340191_7340691	0	0	0	0
chr17_7358599_7359099	1	0	1	1
chr17_7359484_7359984	0	0	1	0
chr17_7371653_7372153	0	0	0	0
chr17_7387145_7387645	1	0	1	1
chr17_7416669_7417169	0	0	0	0
chr17_7426301_7426801	0	0	0	0
chr17_7455968_7456468	0	0	0	0
chr17_7463635_7464135	0	0	0	0
chr17_7464200_7464700	0	0	1	0
chr17_7464996_7465496	0	0	0	0
chr17_7475684_7476184	1	1	1	1
chr17_7476976_7477476	0	0	0	0
chr17_7487002_7487502	1	0	1	1
chr17_7492547_7493047	0	0	0	0
chr17_7518192_7518692	1	1	1	1
chr17_7530978_7531478	1	0	1	0
chr17_7553892_7554392	1	0	1	0
chr17_7572138_7572638	0	0	0	0
chr17_7589354_7589854	1	0	1	0
chr17_7590639_7591139	0	0	0	0
chr17_7591364_7591864	1	0	1	1
chr17_7646799_7647299	0	0	0	0
chr17_7725954_7726454	0	0	0	0
chr17_7736988_7737488	0	1	1	0
chr17_7738541_7739041	1	0	1	1
chr17_7744678_7745178	0	0	0	1
chr17_7745735_7746235	0	0	1	0
chr17_7747151_7747651	0	0	1	0
chr17_7748001_7748501	0	0	0	0
chr17_7754975_7755475	1	0	1	0
chr17_7760667_7761167	1	0	1	1
chr17_7790635_7791135	1	0	1	0
chr17_7800302_7800802	0	0	0	0
chr17_7816185_7816685	0	0	0	0
chr17_7818731_7819231	0	0	0	0
chr17_7826042_7826542	0	0	1	0
chr17_7832965_7833465	0	0	0	0
chr17_7835144_7835644	1	1	1	1
chr17_7850683_7851183	0	0	0	0
chr17_7891940_7892440	0	0	0	0
chr17_7893443_7893943	0	0	1	1
chr17_7900380_7900880	0	0	0	0
chr17_7909412_7909912	0	0	0	0
chr17_7960850_7961350	0	0	0	0
chr17_7963467_7963967	0	0	0	0
chr17_7976887_7977387	0	0	1	0
chr17_7982428_7982928	0	0	1	0
chr17_7983211_7983711	0	0	1	0
chr17_7997114_7997614	0	0	0	0
chr17_8013505_8014005	0	0	0	0
chr17_8021976_8022476	1	0	1	0
chr17_8023567_8024067	1	0	0	0
chr17_8028791_8029291	0	0	0	0
chr17_8029762_8030262	0	0	0	0
chr17_8042169_8042669	1	1	1	0
chr17_8054391_8054891	0	0	0	0
chr17_8055545_8056045	0	0	0	0
chr17_8057398_8057898	0	0	0	0
chr17_8059772_8060272	1	1	1	1
chr17_8066022_8066522	0	0	0	0
chr17_8067528_8068028	0	0	0	0
chr17_8076579_8077079	1	1	1	1
chr17_8079489_8079989	0	0	0	0
chr17_8085171_8085671	0	0	0	0
chr17_8089903_8090403	1	0	0	0
chr17_8090772_8091272	1	0	1	0
chr17_8093343_8093843	0	0	1	1
chr17_8095428_8095928	0	0	0	0
chr17_8103280_8103780	0	0	1	0
chr17_8113745_8114245	0	0	1	0
chr17_8124048_8124548	0	0	0	0
chr17_8125264_8125764	1	0	1	1
chr17_8126188_8126688	1	0	1	0
chr17_8150232_8150732	0	0	0	0
chr17_8151104_8151604	1	0	1	0
chr17_8152330_8152830	0	0	0	0
chr17_8191699_8192199	1	0	1	1
chr17_8198660_8199160	0	0	1	0
chr17_8203879_8204379	0	0	0	0
chr17_8279802_8280302	1	0	0	0
chr17_8286455_8286955	1	1	1	0
chr17_8313515_8314015	0	0	0	0
chr17_8339134_8339634	1	1	1	1
chr17_8364648_8365148	0	0	0	0
chr17_8534030_8534530	1	0	1	0
chr17_8649273_8649773	0	0	0	0
